Age,Browser,Click_Count,Duration_Entire_Survey,Education,Familiarity,Font_Size,Font_Type,Freq,Gender,Location_Latitude,Location_Longitude,Num_Words,Operating_System,Reading_Speed,Reading_Time,Screen_Resolution,Survey_Num,SylPerWord,WordsPerSent
36,Chrome,9,297,5,3,0,0,0.15339573149999997,2,41.410507200000005,-81.56030273,632,Windows NT 6.1,2,201.81099999999998,1280x1024,10,1.5419161676646707,23.03448275862069
19,Chrome,0,138,3,3,0,1,0.1541787859866667,2,46.57299805,-122.70750430000001,615,Macintosh,3,91.583,1366x768,11,1.5602605863192183,20.466666666666665
35,Firefox,0,159,5,5,0,1,0.1541787859866667,1,41.50549316,-72.90809631,615,Windows NT 10.0,4,110.598,1920x1080,11,1.5602605863192183,20.466666666666665
32,Chrome,16,226,3,5,0,1,0.1541787859866667,1,45.51370239,-122.5569,615,Windows NT 10.0,3,163.138,1280x854,11,1.5602605863192183,20.466666666666665
27,Chrome,15,218,4,5,0,1,0.1541787859866667,2,28.71200562,-81.35520172,615,Windows NT 10.0,4,154.506,1536x864,11,1.5602605863192183,20.466666666666665
47,Chrome,1,240,5,4,0,1,0.1541787859866667,1,42.65629578,-83.12310028,615,Windows NT 10.0,3,178.11700000000002,3840x2160,11,1.5602605863192183,20.466666666666665
48,Chrome,6,352,6,2,0,1,0.1541787859866667,1,36.88819885,-76.30020142,615,Windows NT 10.0,4,214.72299999999998,1093x615,11,1.5602605863192183,20.466666666666665
31,Chrome,1,312,4,3,0,1,0.1541787859866667,2,34.42790222,-118.45130159999998,615,Windows NT 6.1,4,220.887,800x600,11,1.5602605863192183,20.466666666666665
24,Chrome,44,186,5,2,0,1,0.1541787859866667,1,38.00999451,-121.36979679999999,615,Windows NT 10.0,4,152.917,1600x900,11,1.5602605863192183,20.466666666666665
31,Chrome,0,168,6,4,0,1,0.1541787859866667,1,33.76699829,-118.1892014,615,Windows NT 6.1,4,119.44,1280x1024,11,1.5602605863192183,20.466666666666665
22,Chrome,2,365,3,3,0,1,0.1541787859866667,1,42.32739258,-77.6568985,615,Windows NT 10.0,4,323.91200000000003,1440x960,11,1.5602605863192183,20.466666666666665
30,Firefox,0,233,5,3,0,1,0.1541787859866667,1,28.23649597,-82.3289032,615,Macintosh,3,196.40200000000002,1440x900,11,1.5602605863192183,20.466666666666665
30,Chrome,16,203,4,4,0,1,0.1541787859866667,1,37.96780396,-87.48549652,615,Android 8.1.0,4,161.378,360x720,11,1.5602605863192183,20.466666666666665
27,Chrome,37,264,3,4,0,1,0.1541787859866667,2,38.71389771,-90.23750305,615,Android 7.0,3,182.38,424x753,11,1.5602605863192183,20.466666666666665
28,Chrome,0,147,5,3,0,1,0.1541787859866667,2,38.74809265,-77.23829651,615,Windows NT 10.0,4,89.68700000000001,1366x768,11,1.5602605863192183,20.466666666666665
25,Chrome,0,124,5,4,0,1,0.1541787859866667,1,44.91520691,-93.32219696,615,Windows NT 6.1,4,98.443,1366x768,11,1.5602605863192183,20.466666666666665
22,Chrome,0,211,5,4,0,1,0.1541787859866667,2,40.44419861,-79.95570374,615,Macintosh,3,150.78,1440x900,11,1.5602605863192183,20.466666666666665
25,Chrome,36,264,3,4,0,1,0.1541787859866667,2,43.00590515,-84.57189941,615,Windows NT 6.3,3,188.74599999999998,1366x768,11,1.5602605863192183,20.466666666666665
26,Chrome,0,204,2,3,0,1,0.1541787859866667,2,36.0019989,-80.00039673,615,Windows NT 6.1,3,170.77200000000002,1600x900,11,1.5602605863192183,20.466666666666665
26,Chrome,19,156,2,5,0,1,0.1541787859866667,1,33.69920349,-84.74780273,615,Windows NT 10.0,4,107.52,1920x1080,11,1.5602605863192183,20.466666666666665
31,Chrome,2,216,6,4,0,1,0.1541787859866667,2,32.92469788,-96.89170074,615,Windows NT 10.0,4,175.012,1920x1080,11,1.5602605863192183,20.466666666666665
39,Chrome,1,209,3,2,0,1,0.1541787859866667,2,42.86889648,-77.2845993,615,Windows NT 6.3,4,137.442,1366x768,11,1.5602605863192183,20.466666666666665
29,Firefox,0,197,4,5,0,1,0.1541787859866667,2,39.01759338,-95.74310303,615,Ubuntu,4,141.88299999999998,1366x768,11,1.5602605863192183,20.466666666666665
27,Chrome,0,313,5,4,0,1,0.1541787859866667,2,36.07110596,-86.71959686,615,Macintosh,3,263.413,1440x900,11,1.5602605863192183,20.466666666666665
32,Chrome iPhone,24,252,4,4,0,1,0.1541787859866667,2,44.77490234,-117.83439640000002,615,iPhone,3,201.43200000000002,414x736,11,1.5602605863192183,20.466666666666665
35,Chrome,0,319,6,3,0,1,0.1541787859866667,2,43.25849915,-77.66950226,615,Macintosh,3,229.09900000000002,1440x900,11,1.5602605863192183,20.466666666666665
38,Chrome,0,381,5,3,0,1,0.1541787859866667,2,41.80490112,-87.89949799,615,Macintosh,3,271.274,1920x1080,11,1.5602605863192183,20.466666666666665
31,Chrome,0,204,4,3,0,1,0.1541787859866667,2,34.14100647,-117.6580963,615,Macintosh,4,147.47899999999998,1366x768,11,1.5602605863192183,20.466666666666665
31,Chrome,0,189,5,3,0,1,0.1541787859866667,1,37.75100708,-97.82199859999999,615,Windows NT 6.1,3,153.343,1280x1024,11,1.5602605863192183,20.466666666666665
25,Chrome,0,150,3,4,0,1,0.1541787859866667,1,41.59939575,-86.70770264,615,Windows NT 10.0,3,112.249,1920x1080,11,1.5602605863192183,20.466666666666665
27,Chrome,6,189,5,2,0,1,0.1541787859866667,2,37.75100708,-97.82199859999999,615,Android 7.1.1,3,127.14299999999999,768x1024,11,1.5602605863192183,20.466666666666665
48,Chrome,3,197,5,4,0,1,0.1541787859866667,2,39.01800537,-77.53900146,615,CrOS x86_64 11647.104.0,4,118.98899999999999,1366x768,11,1.5602605863192183,20.466666666666665
55,Chrome,0,263,6,3,0,1,0.1541787859866667,2,36.854599,-76.21430206,615,Windows NT 10.0,2,166.452,1366x768,11,1.5602605863192183,20.466666666666665
23,Chrome,0,236,5,3,0,1,0.1541787859866667,1,38.76690674,-93.72910309,615,Windows NT 10.0,3,182.898,1920x1080,11,1.5602605863192183,20.466666666666665
28,Chrome,11,291,6,2,0,1,0.1541787859866667,2,42.3769989,-83.07959747,615,Windows NT 10.0,4,219.424,1920x1080,11,1.5602605863192183,20.466666666666665
19,Chrome,0,259,3,4,0,1,0.1541787859866667,2,40.42590332,-86.90809631,615,Windows NT 10.0,4,145.781,1280x720,11,1.5602605863192183,20.466666666666665
27,Chrome,0,254,7,4,0,1,0.13185739637727276,1,40.65649414,-74.22149658,1227,Windows NT 10.0,4,222.993,1600x900,12,1.6043219076005961,20.333333333333332
49,Chrome,1,357,2,2,0,1,0.13185739637727276,1,33.91409302,-84.82740021,1227,Windows NT 10.0,3,291.134,2048x1152,12,1.6043219076005961,20.333333333333332
25,Chrome,22,587,2,2,0,1,0.13185739637727276,1,43.09449768,-75.56269836,1227,Windows NT 10.0,3,499.722,1920x1080,12,1.6043219076005961,20.333333333333332
28,Chrome,1,552,5,2,0,1,0.13185739637727276,1,38.84519958,-77.46510315,1227,Macintosh,3,483.026,1440x900,12,1.6043219076005961,20.333333333333332
39,Chrome,3,501,5,3,0,1,0.13185739637727276,2,33.02029419,-96.70189667,1227,Windows NT 10.0,4,365.819,1920x1080,12,1.6043219076005961,20.333333333333332
32,Chrome,0,326,4,3,0,1,0.13185739637727276,1,40.66810608,-111.9083023,1227,Windows NT 10.0,4,186.885,1680x1050,12,1.6043219076005961,20.333333333333332
31,Chrome,0,609,6,4,0,1,0.13185739637727276,1,33.76699829,-118.1892014,1227,Windows NT 6.1,4,237.676,1280x1024,12,1.6043219076005961,20.333333333333332
21,Safari,0,217,5,4,0,1,0.13185739637727276,2,39.498703000000006,-119.8202057,1227,Macintosh,4,181.785,1366x768,12,1.6043219076005961,20.333333333333332
31,Chrome,0,338,6,3,0,1,0.13185739637727276,1,25.76339722,-80.18859863,1227,Windows NT 6.1,4,131.60399999999998,1024x768,12,1.6043219076005961,20.333333333333332
22,Chrome,102,325,5,4,0,1,0.13185739637727276,1,40.77459717,-73.47609711,1227,Windows NT 10.0,3,251.842,1920x1080,12,1.6043219076005961,20.333333333333332
29,Chrome,0,249,5,3,0,1,0.13185739637727276,1,39.11419678,-94.62750244,1227,Windows NT 10.0,3,195.59400000000002,2560x1080,12,1.6043219076005961,20.333333333333332
53,Firefox,12,353,6,4,0,1,0.13185739637727276,2,33.45399475,-84.15339661,1227,Windows NT 10.0,3,279.486,1536x864,12,1.6043219076005961,20.333333333333332
30,Chrome,2,414,4,3,0,1,0.13185739637727276,2,35.13690186,-106.51989750000001,1227,Windows NT 6.1,5,205.808,1600x900,12,1.6043219076005961,20.333333333333332
33,Safari iPhone,32,310,4,5,0,1,0.13185739637727276,2,45.52450562,-122.66920470000001,1227,iPhone,3,247.768,375x667,12,1.6043219076005961,20.333333333333332
29,Chrome,3,318,5,4,0,1,0.13185739637727276,2,31.848007199999998,-81.60199738,1227,Windows NT 10.0,3,210.62900000000002,1920x1080,12,1.6043219076005961,20.333333333333332
35,Chrome,5,403,3,3,0,1,0.13185739637727276,2,43.01400757,-88.27829742,1227,Windows NT 10.0,3,332.909,1366x768,12,1.6043219076005961,20.333333333333332
20,Chrome,0,266,3,2,0,1,0.13185739637727276,1,39.01800537,-77.53900146,1227,CrOS x86_64 11151.113.0,3,180.865,1366x768,12,1.6043219076005961,20.333333333333332
28,Chrome,0,199,7,4,0,1,0.13185739637727276,1,36.85580444,-76.0042038,1227,Macintosh,4,142.207,1440x900,12,1.6043219076005961,20.333333333333332
36,Chrome,0,381,5,4,0,1,0.13185739637727276,1,38.88650513,-77.0911026,1227,Windows NT 6.3,4,318.83099999999996,1366x768,12,1.6043219076005961,20.333333333333332
26,Chrome,0,323,5,3,0,1,0.13185739637727276,2,32.26989746,-110.9852982,1227,Windows NT 10.0,3,270.072,1920x1080,12,1.6043219076005961,20.333333333333332
42,Chrome,83,318,4,4,0,1,0.13185739637727276,2,35.90939331,-94.97869873,1227,Android 9,4,256.834,412x823,12,1.6043219076005961,20.333333333333332
34,Firefox,0,520,5,2,0,1,0.13185739637727276,1,37.75100708,-97.82199859999999,1227,Windows NT 6.1,2,448.97,1600x900,12,1.6043219076005961,20.333333333333332
22,Chrome,4,341,2,4,0,1,0.13185739637727276,1,45.52070618,-122.688797,1227,Windows NT 10.0,3,274.582,1280x1024,12,1.6043219076005961,20.333333333333332
39,Firefox,70,438,5,2,0,1,0.13185739637727276,2,48.05889893,-122.15789790000001,1227,Windows NT 6.1,3,347.24699999999996,1366x768,12,1.6043219076005961,20.333333333333332
46,Firefox,0,607,3,3,0,1,0.13185739637727276,1,28.52740479,-81.60119629,1227,Windows NT 10.0,4,482.522,1360x768,12,1.6043219076005961,20.333333333333332
20,Chrome,2,409,3,3,0,1,0.13185739637727276,2,41.88900757,-72.14759827,1227,Windows NT 10.0,3,336.06,1280x720,12,1.6043219076005961,20.333333333333332
31,Chrome,1,282,6,3,0,1,0.13185739637727276,2,35.9375,-84.07299805,1227,Windows NT 6.3,3,207.62400000000002,1280x720,12,1.6043219076005961,20.333333333333332
33,Chrome,3,378,2,4,0,1,0.13185739637727276,2,61.630294799999994,-148.9871979,1227,Macintosh,3,305.187,1680x1050,12,1.6043219076005961,20.333333333333332
29,Chrome,0,469,4,3,0,1,0.13185739637727276,1,41.307205200000006,-72.86540222,1227,Windows NT 10.0,4,395.653,1536x864,12,1.6043219076005961,20.333333333333332
43,Chrome,0,353,5,3,0,1,0.13185739637727276,1,45.23770142,-93.27239990000001,1227,Windows NT 6.1,3,264.993,1920x1080,12,1.6043219076005961,20.333333333333332
24,Safari iPhone,63,537,3,4,0,1,0.13185739637727276,1,33.84190369,-117.60430149999999,1227,iPhone,3,427.50800000000004,375x667,12,1.6043219076005961,20.333333333333332
28,Chrome,79,391,5,3,0,1,0.13185739637727276,1,42.46380615,-123.3457031,1227,Android 8.0.0,3,314.684,360x640,12,1.6043219076005961,20.333333333333332
49,Chrome,0,560,4,4,0,1,0.13185739637727276,2,30.41319275,-87.313797,1227,Windows NT 10.0,3,462.67900000000003,1280x1024,12,1.6043219076005961,20.333333333333332
20,Chrome,0,241,3,2,0,1,0.13185739637727276,1,28.06080627,-80.67220306,1227,Windows NT 10.0,4,173.265,1368x912,12,1.6043219076005961,20.333333333333332
27,Chrome,0,362,5,3,0,1,0.13185739637727276,1,43.07119751,-87.90840149,1227,Windows NT 10.0,4,291.469,1280x1024,12,1.6043219076005961,20.333333333333332
37,Chrome,0,277,5,3,0,1,0.13185739637727276,1,44.50250244,-87.97709656,1227,Windows NT 6.3,4,198.217,1920x1080,12,1.6043219076005961,20.333333333333332
59,Chrome,1,241,4,2,0,1,0.20860867463157898,2,33.3690033,-117.22900390000001,598,CrOS x86_64 11316.165.0,2,156.967,1366x768,13,1.6576168929110107,34.89473684210526
50,Chrome,0,157,6,4,0,1,0.20860867463157898,1,38.97790527,-77.08059692,598,Windows NT 10.0,4,104.714,1920x1080,13,1.6576168929110107,34.89473684210526
27,Chrome,0,155,7,4,0,1,0.20860867463157898,1,40.65649414,-74.22149658,598,Windows NT 10.0,4,97.772,1600x900,13,1.6576168929110107,34.89473684210526
23,Chrome,0,251,5,4,0,1,0.20860867463157898,2,29.64599609,-95.8022995,598,Macintosh,4,196.209,1440x900,13,1.6576168929110107,34.89473684210526
25,Chrome,0,175,5,3,0,1,0.20860867463157898,2,42.73669434,-84.47579956,598,Windows NT 10.0,4,131.02,1536x864,13,1.6576168929110107,34.89473684210526
39,Chrome,30,256,3,5,0,1,0.20860867463157898,2,40.73080444,-73.99749756,598,Windows NT 6.1,5,196.71200000000002,1366x768,13,1.6576168929110107,34.89473684210526
23,Chrome,3,174,5,5,0,1,0.20860867463157898,2,39.90730286,-105.0156021,598,Windows NT 10.0,4,91.071,1536x864,13,1.6576168929110107,34.89473684210526
55,Chrome,3,450,5,3,0,1,0.20860867463157898,2,26.52279663,-81.70649719,598,Windows NT 10.0,3,308.269,1366x768,13,1.6576168929110107,34.89473684210526
60,Edge,0,318,3,2,0,1,0.20860867463157898,1,35.97929382,-84.00299835,598,Windows NT 10.0,3,235.99900000000002,1684x947,13,1.6576168929110107,34.89473684210526
61,Chrome,2,221,5,4,0,1,0.20860867463157898,1,40.37649536,-75.26480103,598,Macintosh,3,142.264,2048x1152,13,1.6576168929110107,34.89473684210526
32,Safari,1,394,6,3,0,1,0.20860867463157898,2,43.12049866,-89.35230255,598,Macintosh,4,262.822,1440x900,13,1.6576168929110107,34.89473684210526
31,Edge,25,412,5,3,0,1,0.20860867463157898,2,38.66389465,-121.33879850000001,598,Windows NT 10.0,3,341.24,1366x768,13,1.6576168929110107,34.89473684210526
58,Chrome,0,229,6,3,0,1,0.20860867463157898,2,40.32279968,-86.88809967,598,CrOS x86_64 11316.165.0,4,151.884,1366x768,13,1.6576168929110107,34.89473684210526
32,Chrome,0,222,5,4,0,1,0.20860867463157898,2,47.8302002,-122.3330994,598,Macintosh,4,146.935,1440x900,13,1.6576168929110107,34.89473684210526
25,Chrome,0,265,5,4,0,1,0.20860867463157898,1,44.91520691,-93.32219696,598,Windows NT 6.1,4,209.50099999999998,1366x768,13,1.6576168929110107,34.89473684210526
47,Chrome,0,370,4,4,0,1,0.20860867463157898,1,34.00300598,-118.4297943,598,Macintosh,3,242.678,1280x800,13,1.6576168929110107,34.89473684210526
32,Chrome,2,256,5,3,0,1,0.20860867463157898,1,36.20959473,-119.08840179999999,598,Windows NT 10.0,2,167.86700000000002,1680x1050,13,1.6576168929110107,34.89473684210526
40,Firefox,0,188,2,5,0,1,0.20860867463157898,1,35.11920166,-97.64009857,598,Windows NT 6.1,4,137.857,1600x900,13,1.6576168929110107,34.89473684210526
23,Chrome,1,284,5,3,0,1,0.20860867463157898,1,29.22189331,-81.00949859999999,598,Windows NT 10.0,3,219.102,1536x864,13,1.6576168929110107,34.89473684210526
23,Chrome,2,207,2,4,0,1,0.20860867463157898,1,40.90679932,-73.12770081,598,Windows NT 6.1,3,139.911,1536x864,13,1.6576168929110107,34.89473684210526
60,Safari,0,281,5,3,0,1,0.20860867463157898,2,30.22569275,-95.49240112,598,Macintosh,4,191.09799999999998,1920x1080,13,1.6576168929110107,34.89473684210526
46,Edge,11,355,3,3,0,1,0.20860867463157898,1,41.64920044,-83.67060089,598,Windows NT 10.0,3,261.901,1366x768,13,1.6576168929110107,34.89473684210526
29,Chrome,0,248,3,3,0,1,0.20860867463157898,2,33.78729248,-117.92309569999999,598,Windows NT 6.1,3,186.325,1280x960,13,1.6576168929110107,34.89473684210526
51,Chrome,0,253,3,3,0,1,0.20860867463157898,2,35.30439758,-119.10310359999998,598,Windows NT 10.0,3,189.65200000000002,1366x768,13,1.6576168929110107,34.89473684210526
21,Chrome,10,594,3,3,0,1,0.20860867463157898,1,25.99200439,-80.27020264,598,Windows NT 5.1,3,359.659,1280x800,13,1.6576168929110107,34.89473684210526
24,Chrome,0,178,5,3,0,1,0.20860867463157898,1,41.9703064,-87.66400146,598,Windows NT 10.0,3,137.31,1366x768,13,1.6576168929110107,34.89473684210526
35,Edge,0,418,3,4,0,1,0.20860867463157898,2,34.22180176,-118.9866028,598,Windows NT 10.0,4,264.35200000000003,1524x857,13,1.6576168929110107,34.89473684210526
62,Chrome,22,409,5,3,0,1,0.20860867463157898,2,38.95069885,-94.68240356,598,Windows NT 10.0,3,234.623,1600x900,13,1.6576168929110107,34.89473684210526
22,Chrome,0,200,5,4,0,1,0.20860867463157898,2,34.9151001,-81.01290131,598,Windows NT 10.0,4,143.91899999999998,1536x864,13,1.6576168929110107,34.89473684210526
24,Chrome,0,298,6,5,0,1,0.20860867463157898,2,42.44419861,-87.83889771,598,CrOS x86_64 11316.165.0,4,133.291,1536x864,13,1.6576168929110107,34.89473684210526
19,Firefox,2,189,3,4,0,1,0.20860867463157898,2,42.24920654,-71.81079865,598,Macintosh,3,132.77,1280x800,13,1.6576168929110107,34.89473684210526
22,Chrome,4,237,3,4,0,1,0.20860867463157898,1,38.07739258,-78.90350342,598,Windows NT 10.0,4,155.66,1366x768,13,1.6576168929110107,34.89473684210526
24,Chrome,0,293,2,3,0,1,0.20860867463157898,2,39.015106200000005,-95.64389801,598,Macintosh,3,190.232,1440x900,13,1.6576168929110107,34.89473684210526
40,Chrome,7,314,5,5,0,1,0.20860867463157898,1,38.54760742,-90.32409668,598,Windows NT 10.0,3,221.05700000000002,1440x960,13,1.6576168929110107,34.89473684210526
24,Chrome,10.0,192,5,3.0,1,1,0.10908602287692308,1,38.00999451,-121.36979679999999,549,Windows NT 10.0,4.0,116.62,1600x900,14,1.6462093862815885,14.205128205128204
31,Chrome,0.0,232,3,3.0,1,1,0.10908602287692308,2,39.10679626,-94.53939819,549,Linux x86_64,3.0,123.39200000000001,1600x900,14,1.6462093862815885,14.205128205128204
25,Chrome,31.0,154,5,3.0,1,1,0.10908602287692308,2,42.73669434,-84.47579956,549,Windows NT 10.0,4.0,103.12899999999999,1536x864,14,1.6462093862815885,14.205128205128204
34,Chrome,0.0,178,5,3.0,1,1,0.10908602287692308,1,39.901992799999995,-87.01779938,549,Windows NT 10.0,4.0,85.867,1440x900,14,1.6462093862815885,14.205128205128204
28,Chrome,0.0,249,5,4.0,1,1,0.10908602287692308,2,29.70410156,-95.40100098,549,Windows NT 6.1,3.0,168.83700000000002,1920x1080,14,1.6462093862815885,14.205128205128204
44,Safari iPhone,63.0,277,3,3.0,1,1,0.10908602287692308,2,35.21000671,-80.85119629,549,iPhone,3.0,205.50599999999997,414x736,14,1.6462093862815885,14.205128205128204
23,Safari iPhone,34.0,156,5,3.0,1,1,0.10908602287692308,2,32.86839294,-96.93840027,549,iPhone,4.0,92.57,414x736,14,1.6462093862815885,14.205128205128204
31,Chrome,0.0,398,6,3.0,1,1,0.10908602287692308,1,25.76339722,-80.18859863,549,Windows NT 6.1,4.0,127.62700000000001,1024x768,14,1.6462093862815885,14.205128205128204
21,Safari,0.0,141,5,5.0,1,1,0.10908602287692308,2,39.498703000000006,-119.8202057,549,Macintosh,5.0,87.666,1366x768,14,1.6462093862815885,14.205128205128204
28,Firefox,0.0,174,3,2.0,1,1,0.10908602287692308,1,46.55589294,-95.40470123,549,Windows NT 10.0,3.0,108.79700000000001,1600x900,14,1.6462093862815885,14.205128205128204
30,Chrome,25.0,285,5,4.0,1,1,0.10908602287692308,1,32.80079651,-96.78839874,549,Android 9,2.0,205.18200000000002,412x846,14,1.6462093862815885,14.205128205128204
31,Chrome,43.0,136,3,1.0,1,1,0.10908602287692308,2,30.50450134,-97.82089996,549,Android 9,3.0,87.2,412x869,14,1.6462093862815885,14.205128205128204
28,Firefox,27.0,217,6,3.0,1,1,0.10908602287692308,2,38.96350098,-76.96720123,549,Android 9,3.0,132.601,414x818,14,1.6462093862815885,14.205128205128204
20,Chrome,0.0,130,2,3.0,1,1,0.10908602287692308,2,40.35240173,-80.67810059,549,Windows NT 10.0,4.0,84.5,1366x768,14,1.6462093862815885,14.205128205128204
40,Chrome,6.0,195,3,3.0,1,1,0.10908602287692308,2,41.01150513,-76.43840027,549,Windows NT 10.0,3.0,135.697,1366x768,14,1.6462093862815885,14.205128205128204
47,Chrome,2.0,227,2,3.0,1,1,0.10908602287692308,2,38.95120239,-76.49440002,549,Windows NT 6.1,3.0,136.89700000000002,1600x900,14,1.6462093862815885,14.205128205128204
25,Firefox,14.0,139,5,3.0,1,1,0.10908602287692308,2,37.549392700000006,-77.45120239,549,Windows NT 10.0,3.0,85.809,1920x1080,14,1.6462093862815885,14.205128205128204
50,Chrome,3.0,388,6,3.0,1,1,0.10908602287692308,1,38.90640259,-77.12779999,549,Windows NT 10.0,3.0,226.138,1280x1024,14,1.6462093862815885,14.205128205128204
